NO,의원명,업무구분,대표전화,주소,평일 진료,토요일 진료,일요일 진료,공휴일 진료,위도,경도
521,연세탑이비인후과의원,의원,02-420-5866,"서울특별시 송파구 올림픽로35길 10, 상가B동 202호 (신천동, 파크리오)",09:00~19:00,09:00~14:00,-,-,37.5203313,127.1133211
11717,본가정의학과의원,의원,02-3431-7937,서울특별시 송파구 올림픽로35길 10,09:00~19:00,09:00~13:00,-,-,37.5203313,127.1133211
12220,엘레나의원,의원,02-2141-1000,서울특별시 송파구 올림픽로35길 10,09:00~19:00,09:00~16:00,-,-,37.5203313,127.1133211
12429,예일소아청소년과의원,의원,02-416-5234,서울특별시 송파구 올림픽로35길 10,09:00~18:00,09:00~14:00,-,-,37.5203313,127.1133211
13184,한사랑의원,의원,02-423-5334,서울특별시 송파구 올림픽로35길 10,08:30~18:30,08:30~13:30,-,-,37.5203313,127.1133211
13913,키즈맘소아청소년과의원,의원,02-416-7770,"서울특별시 송파구 올림픽로35길 10, 상가B동 2층 212호 (신천동, 파크리오)",08:30~18:30,08:30~13:30,-,-,37.5203313,127.1133211
11826,서울S플러스치과의원,치과,02-423-6528,서울특별시 송파구 올림픽로35길 10,10:00~18:30,10:00~12:30,-,-,37.5203313,127.1133211
11841,서울더치과의원,치과,02-422-5222,서울특별시 송파구 올림픽로35길 10,10:00~18:30,10:00~14:00,-,-,37.5203313,127.1133211
7953,압구정예치과의원,치과,02-542-2080,"서울특별시 강남구 도산대로13길 35, 2,3,4,5,6층 (신사동)",10:00~18:00,-,-,-,37.5203456,127.022843
16424,영등포연세이편한치과의원,치과,02-2068-2275,"서울특별시 영등포구 영등포로 199 (영등포동6가,2층)",10:00~19:00,10:00~15:00,-,-,37.5203823,126.9037634
5197,아이비스마일치과의원,치과,02-518-0220,"서울특별시 강남구 학동로97길 8, 1층(청담동)",10:00~18:30,10:00~16:30,-,-,37.5203999,127.0558377
12555,윤문수비뇨기과의원,의원,02-2069-0221,서울특별시 영등포구 영중로 46,09:00~18:30,09:00~14:00,-,-,37.520451,126.9051989
15614,전명숙신경정신과의원,의원,02-2636-1044,"서울특별시 영등포구 영중로 46, 2층 (영등포동5가)",09:00~18:00,09:00~13:30,-,-,37.520451,126.9051989
3494,연세미엘치과의원,치과,02-3667-2822,"서울특별시 영등포구 영중로 46, 2층 (영등포동5가)",09:30~18:00,09:30~14:00,-,-,37.520451,126.9051989
11437,루시아치과의원,치과,02-515-7177,서울특별시 강남구 도산대로 226,10:00~19:00,10:00~16:00,-,-,37.5204517,127.0317831
2164,파크리오소아청소년과의원,의원,02-412-5275,"서울특별시 송파구 올림픽로37길 130, 314호 (신천동, 파크리오A상가)",09:00~19:00,09:00~14:00,-,-,37.520461,127.1043468
11405,두리이비인후과의원,의원,02-416-2231,서울특별시 송파구 올림픽로37길 130,09:00~19:00,09:00~15:00,-,-,37.520461,127.1043468
12277,연세밝은피부과의원,의원,02-422-7020,서울특별시 송파구 올림픽로37길 130,09:40~19:30,09:40~15:00,-,-,37.520461,127.1043468
12720,이종원내과의원,의원,02-418-3636,서울특별시 송파구 올림픽로37길 130,09:00~19:00,09:00~14:30,-,-,37.520461,127.1043468
13221,해맑은안과의원,의원,02-412-2175,서울특별시 송파구 올림픽로37길 130,09:30~18:30,09:30~14:00,-,-,37.520461,127.1043468
4324,서울파크리오치과의원,치과,02-413-0055,서울특별시 송파구 올림픽로37길 130,10:00~19:00,09:30~14:30,-,-,37.520461,127.1043468
11323,뉴욕플러스치과의원,치과,02-412-4234,서울특별시 송파구 올림픽로37길 130,10:00~18:00,10:00~14:00,-,-,37.520461,127.1043468
5295,유쾌한비뇨기과의원,의원,02-2679-0505,"서울특별시 영등포구 영중로 45 3층(영등포동6가, 성모빌딩)",09:00~19:00,09:00~15:00,-,-,37.5204671,126.9044516
7238,영동치과의원,치과,02-3443-2824,서울특별시 강남구 영동대로 702 지하1층 (청담동),10:00~18:30,10:00~13:30,-,-,37.5204956,127.0575936
8236,예스성형외과의원,의원,02-3482-8500,서울특별시 강남구 논현로 804 (신사동),10:30~18:00,10:30~15:00,-,-,37.5205025,127.0284592
2574,느루요양의원,요양의원,1577-2517,"서울특별시 강남구 도산대로 209, 느루요양의원빌딩, 지하1~2층, 지상1~10층 (신사동)",09:00~18:00,09:00~13:00,-,-,37.5205145,127.029419
6573,서울의원,의원,02-2069-1975,"서울특별시 영등포구 영중로 47, 2층 (영등포동6가)",09:00~18:00,09:00~13:00,-,-,37.5205428,126.9045856
8809,청담아이스피부과의원,의원,02-517-4477,서울특별시 강남구 삼성로 726 2층,10:00~20:00,10:00~16:00,-,-,37.5205566,127.0496732
16309,명옥헌한의원,한의원,02-544-4646,"서울특별시 강남구 삼성로 726 (청담동, 경원빌딩 3층)",10:30~21:00,10:00~15:00,-,-,37.5205566,127.0496732
8172,예담성형외과의원,의원,02-548-0036,서울특별시 강남구 도산대로 211 (신사동),10:00~19:00,10:00~16:00,-,-,37.5206056,127.0297101
12053,수예의원,의원,02-544-8575,서울특별시 강남구 도산대로 211,09:30~18:30,10:00~13:00,-,-,37.5206056,127.0297101
7170,강남삼성치과의원,치과,02-517-7528,서울특별시 강남구 도산대로 211 (신사동),09:00~18:00,09:00~13:00,-,-,37.5206056,127.0297101
94,씨디씨어린이치과의원,치과,02-515-0926,서울특별시 강남구 학동로97길 11 (청담동),09:30~18:30,09:00~14:00,-,09:00~14:00,37.5206199,127.0553739
11212,김용연재활의학과의원,의원,02-792-6358,서울특별시 용산구 이촌로64길 6,09:00~19:00,09:00~15:00,-,-,37.5206459,126.9703256
9632,키즈앤쥬니어치과의원,치과,02-793-2801,서울특별시 용산구 이촌로64길 6,10:00~18:00,10:00~16:00,-,-,37.5206459,126.9703256
10543,연세본정형외과의원,의원,02-2635-5700,"서울특별시 영등포구 선유로 76, 3층 (문래동3가, 동국메뜨리앙)",09:00~19:00,09:00~13:00,-,-,37.5206507,126.8899191
11766,삼성드림소아청소년과의원,의원,02-2636-0275,서울특별시 영등포구 선유로 76,09:00~18:00,09:00~13:00,-,-,37.5206507,126.8899191
10601,원플러스치과의원,치과,02-2637-1266,"서울특별시 영등포구 선유로 76, 4층 (문래동3가, 동국메뜨리앙)",09:30~18:30,09:30~14:00,-,-,37.5206507,126.8899191
10757,중앙한의원,한의원,02-2603-4045,"서울특별시 양천구 중앙로 273, (신정동)",10:00~19:00,10:00~15:00,-,10:00~15:00,37.5206724,126.8523511
648,유로성형외과의원,의원,02-540-0770,"서울특별시 강남구 논현로 805 (신사동, 1층, 지하1층)",10:00~21:00,10:00~14:00,-,-,37.5206855,127.0276912
12571,윤종일내과의원,의원,02-2651-4665,서울특별시 양천구 중앙로 274,09:00~18:00,09:00~14:00,-,-,37.5207178,126.8531103
1124,청담의원,의원,02-2104-2000,"서울특별시 강남구 삼성로147길 46 (청담동, 청담의원 지하1층, 1층일부, 2층~6층)",08:30~17:30,-,-,-,37.5207237,127.045628
11239,김지수치과의원,치과,02-782-1090,서울특별시 영등포구 63로 45,09:30~18:00,-,-,-,37.5207318,126.9369717
2602,영등포한의원,한의원,02-2634-2027,"서울특별시 영등포구 영신로38길 16, 2층 (영등포동6가)",09:30~18:30,09:30~16:00,-,09:30~16:00,37.5207325,126.9028961
14203,광지의원,의원,02-546-6045,"서울특별시 강남구 학동로97길 15, 1층 (청담동)",09:30~18:30,09:30~15:00,09:30~13:00,-,37.5207345,127.055313
14204,광지한의원,한의원,02-546-6045,"서울특별시 강남구 학동로97길 15, 1층 (청담동)",09:30~18:30,09:30~15:00,09:30~13:00,-,37.5207345,127.055313
5092,애플치과의원,치과,02-761-2828,서울특별시 영등포구 국제금융로8길 19,10:00~18:30,10:00~13:00,-,-,37.5207568,126.9291523
12233,여의도치과의원,치과,02-783-2236,서울특별시 영등포구 국제금융로8길 19,10:30~18:00,10:30~12:30,-,-,37.5207568,126.9291523
744,남신경정신과의원,의원,02-2648-3548,서울특별시 양천구 중앙로 276 (신정동),09:30~17:00,-,-,-,37.5207707,126.85292
7203,주안과의원,의원,02-2646-2112,"서울특별시 양천구 중앙로 276, (신정동)",09:30~18:00,09:30~13:00,-,-,37.5207707,126.85292
7207,서피부과의원,의원,02-2649-7464,"서울특별시 양천구 중앙로 276, (신정동)",09:30~18:00,09:30~13:00,-,-,37.5207707,126.85292
10994,강성호치과의원,치과,02-2645-1413,서울특별시 양천구 중앙로 276,10:00~18:00,10:00~13:00,-,-,37.5207707,126.85292
10856,마리아이비인후과의원,의원,02-2635-1188,서울특별시 영등포구 영중로 52 (영등포동5가),09:30~18:30,09:30~15:30,-,-,37.5207866,126.9051511
6199,명한의원,한의원,02-545-8936,"서울특별시 강남구 영동대로 706, 302호 (청담동, 소천빌딩)",09:30~19:00,09:30~16:00,-,-,37.5207907,127.0572751
2063,제이씨빛소망안과의원,의원,02-785-1068,"서울특별시 영등포구 국제금융로6길 33, 6층 (여의도동, 맨하탄빌딩)",09:00~20:00,09:00~14:00,-,-,37.5207946,126.9269384
4526,최상윤치과의원,치과,02-516-7580,"서울특별시 영등포구 국제금융로6길 33, 2층 33호 (여의도동, 맨하탄빌딩)",09:30~18:30,09:30~17:00,-,-,37.5207946,126.9269384
409,여의신광한의원,한의원,02-783-8775,서울특별시 영등포구 국제금융로6길 33 (여의도동),08:30~18:30,08:30~16:00,-,-,37.5207946,126.9269384
5817,오용섭피부과의원,의원,02-2693-7582,"서울특별시 양천구 중앙로 275, 5층 (신정동,한경빌딩)",09:40~18:30,09:30~15:30,-,-,37.5207963,126.8522647
7208,제일마취통증의학과의원,의원,02-2697-3881,"서울특별시 양천구 중앙로 275, 5층 (신정동,한경빌딩)",09:00~18:00,09:00~12:30,-,-,37.5207963,126.8522647
7211,열린이비인후과의원,의원,02-2690-5075,"서울특별시 양천구 중앙로 275, 4층 (신정동,조흥은행)",09:30~18:30,09:30~15:00,-,-,37.5207963,126.8522647
7212,우리산부인과의원,의원,02-2605-7813,"서울특별시 양천구 중앙로 275, 3층 (신정동)",09:30~18:30,09:30~15:30,-,-,37.5207963,126.8522647
8929,밝은서울안과의원,의원,02-2694-0775,서울특별시 양천구 중앙로 275 (신정동),09:30~18:00,09:30~15:30,-,-,37.5207963,126.8522647
7210,인치과의원,치과,02-2604-2804,"서울특별시 양천구 중앙로 275, 4층 (신정동,한경빌딩)",09:30~18:30,09:30~13:00,-,-,37.5207963,126.8522647
13411,도곡한의원,한의원,02-2642-8164,"서울특별시 양천구 은행정로 13 (신정동, 성광빌딩)",09:30~18:30,09:30~16:00,-,-,37.5207997,126.859723
107,김영진한의원,한의원,02-6951-2378,"서울특별시 강남구 도산대로 217 (신사동, 강남빌딩 4층)",09:00~17:00,09:00~17:00,-,-,37.5208357,127.0305881
16409,정지행한의원,한의원,02-518-0992,"서울특별시 강남구 논현로 807, 2~4층(신사동)",10:00~19:00,10:00~17:00,-,-,37.5208389,127.0278544
14180,고이비인후과의원,의원,02-2632-9975,서울특별시 영등포구 영등포로 146-1 (당산동1가),09:00~18:00,09:00~15:00,-,-,37.5208448,126.8976584
15418,윤내과의원,의원,02-2634-5755,"서울특별시 영등포구 영등포로 146-1, 4층 (당산동1가)",09:00~18:00,09:00~13:00,-,-,37.5208448,126.8976584
11710,보스톤치과의원,치과,02-796-7274,서울특별시 용산구 이촌로65가길 72,09:30~18:30,09:30~14:00,-,-,37.5208647,126.9749692
8780,장지은내과의원,의원,02-761-7100,서울특별시 영등포구 국제금융로 78,09:00~18:30,09:00~13:00,-,-,37.5208734,126.9313034
11737,블루릿지의원,의원,02-783-7501,서울특별시 영등포구 국제금융로 78,09:30~18:30,09:30~15:30,-,-,37.5208734,126.9313034
9615,홍우바른이치과의원,치과,02-782-2275,서울특별시 영등포구 국제금융로 78,10:00~18:00,10:00~15:00,-,-,37.5208734,126.9313034
13672,경희우소홍한의원,한의원,02-780-3575,"서울특별시 영등포구 국제금융로 78, 303호 (여의도동, 홍우빌딩)",09:00~19:00,09:00~16:00,-,-,37.5208734,126.9313034
4239,경인한의원,한의원,02-2676-5852,"서울특별시 영등포구 영중로 52-1, 2층 (영등포동5가)",09:30~18:30,09:30~16:30,-,-,37.5208742,126.9051757
6951,주치과의원,치과,02-2633-8586,서울특별시 영등포구 영등포로37길 9 (영등포동5가),09:30~18:00,09:30~13:00,-,-,37.5209103,126.9053997
11867,서울삼성내과의원,의원,02-793-5588,서울특별시 용산구 이촌로 206,08:30~18:00,08:30~14:00,-,-,37.5209123,126.9698734
7181,미앤미치과,치과,02-783-2222,서울특별시 영등포구 당산로 67,09:30~20:00,09:30~14:00,-,-,37.5209146,126.8952047
13453,정해주한의원,한의원,02-2633-7575,"서울특별시 영등포구 당산로 67, 2층 (당산동2가, 재원빌딩)",10:00~19:00,10:00~17:00,-,-,37.5209146,126.8952047
10230,김동주성형외과의원,의원,02-2608-1484,"서울특별시 양천구 중앙로 277, (신정동)",10:00~18:30,10:00~16:00,-,-,37.5209206,126.8522322
2509,늘솜미소치과의원,치과,02-6346-2875,"서울특별시 양천구 중앙로 277, 2층 (신정동)",09:30~18:30,09:30~14:00,-,-,37.5209206,126.8522322
10499,원만한의원,한의원,02-2651-4901,서울특별시 양천구 신월로 292 (신정동),09:30~19:00,09:30~16:00,-,-,37.5209219,126.8533824
16679,국민체력센터의원,의원,02-413-5336,서울특별시 송파구 올림픽로 424 (방이동),08:00~16:00,08:00~12:00,-,-,37.520934,127.122959
1491,석플란트치과의원,치과,02-555-0001,"서울특별시 강남구 도산대로 238, 2~5층, 7~11층 층호 (논현동, HERIOS TOWER)",10:00~18:30,10:00~17:00,-,-,37.5209379,127.033243
3839,다니엘치과의원,치과,02-2645-9817,"서울특별시 양천구 목동동로12길 60, 상가동 2층 201호 (신정동, 목동현대아파트)",09:30~18:30,09:30~15:00,-,-,37.5209386,126.8776185
10224,메자닌의원,의원,02-547-9711,서울특별시 강남구 삼성로 730,10:00~19:00,10:00~16:00,-,-,37.520946,127.0495064
7149,엠치과의원,치과,02-511-5052,서울특별시 강남구 삼성로 730 (청담동),10:00~18:00,10:00~12:00,-,-,37.520946,127.0495064
2584,베스탑비뇨기과의원,의원,02-2678-7070,"서울특별시 영등포구 영중로 51-1, 7층 (영등포동6가)",09:30~18:00,09:30~16:00,-,-,37.5209503,126.9046223
9866,기린마취통증의학과의원,의원,02-2631-7077,"서울특별시 영등포구 영중로 51-1, 3-4층 (영등포동6가, 닥터스 빌딩)",09:30~19:00,09:30~14:00,-,-,37.5209503,126.9046223
11617,박윤규성형외과의원,의원,02-2631-7575,서울특별시 영등포구 영중로 51-1,10:00~18:00,10:00~16:00,-,-,37.5209503,126.9046223
14538,마리아내과의원,의원,02-2636-5775,"서울특별시 영등포구 영중로 51-1, 2층 (영등포동6가, 베스트크리닉빌딩)",09:00~18:30,09:00~16:00,-,-,37.5209503,126.9046223
14969,성모정신과의원,의원,02-2678-6659,"서울특별시 영등포구 영중로 51-1, 10층 (영등포동6가)",11:00~18:00,11:00~14:00,-,-,37.5209503,126.9046223
15000,세인산부인과의원,의원,02-846-7878,"서울특별시 영등포구 영중로 51-1, 9층 (영등포동6가)",09:30~18:00,09:30~12:30,-,-,37.5209503,126.9046223
6952,미소최치과의원,치과,02-2677-8343,서울특별시 영등포구 영중로 51-1 (영등포동6가),10:00~18:20,09:00~12:00,-,-,37.5209503,126.9046223
9223,안준석한의원,한의원,02-2069-2500,"서울특별시 영등포구 영중로 51-1, 6층 (영등포동6가, 닥터스 빌딩)",10:00~18:00,10:00~18:00,-,-,37.5209503,126.9046223
8014,세림의원,의원,02-544-0234,"서울특별시 강남구 논현로 809, 2층 (신사동)",09:00~17:00,09:00~15:00,-,-,37.5209522,127.0278736
8942,다이아의원,의원,02-540-2011,"서울특별시 강남구 논현로 809, 강석빌딩 3층 (신사동)",10:00~19:00,10:00~16:00,-,-,37.5209522,127.0278736
6926,서앤정소아청소년과의원,의원,02-793-9640,"서울특별시 용산구 이촌로 200 (이촌동, LG프라자)",08:00~19:30,08:00~14:30,-,-,37.5209672,126.9693619
7395,이인주정형외과의원,의원,02-749-5221,"서울특별시 용산구 이촌로 200, 4층 (이촌동,엘지프라자)",09:00~18:00,09:00~13:00,-,-,37.5209672,126.9693619
14424,닥터유이비인후과의원,의원,02-6271-2525,서울특별시 용산구 이촌로 200 (이촌동),09:00~18:00,10:00~14:00,-,-,37.5209672,126.9693619
10268,서울이촌치과의원,치과,02-795-3101,서울특별시 용산구 이촌로 200 (이촌동),09:30~18:00,09:30~15:30,-,-,37.5209672,126.9693619
7133,서도한의원,한의원,02-796-7533,"서울특별시 용산구 이촌로 200, 3층 (이촌동)",10:00~18:00,-,10:00~17:00,-,37.5209672,126.9693619
9688,기쁜소식산부인과의원,의원,02-2643-3388,서울특별시 양천구 신월로 304,09:00~18:00,09:00~14:00,-,-,37.5209921,126.8547782
11455,마디랑내과의원,의원,02-2648-1633,서울특별시 양천구 신월로 304,09:00~18:00,09:00~14:00,-,-,37.5209921,126.8547782
14310,김인섭치과의원,치과,02-2642-1002,서울특별시 양천구 신월로 304 (신정동),09:30~18:30,09:30~14:00,-,-,37.5209921,126.8547782
12342,연세초이스치과의원,치과,02-2671-9188,서울특별시 영등포구 영등포로 130,10:00~18:30,10:00~14:00,-,-,37.5209944,126.8958149
12639,이병윤치과의원,치과,02-793-4537,서울특별시 용산구 이촌로 182,09:00~18:00,09:00~13:00,-,-,37.5210129,126.9673602
